transaction_id,customer_id,transaction_date,amount,transaction_type,city,device_type,hour,is_fraud,fraud_type
51,3735,2026-04-22,2642.43,Card,Kolkata,Mobile,23,0,None
52,4006,2026-02-03,11619.95,Net Banking,Delhi,Mobile,20,0,None
53,1563,2026-02-25,2522.23,Card,Delhi,Mobile,8,0,None
54,2900,2026-06-03,3989.78,UPI,Hyderabad,Mobile,18,0,None
55,4639,2026-03-30,1746.52,Card,Mumbai,Mobile,13,0,None
56,2268,2026-04-02,30331.39,UPI,Bangalore,Mobile,1,1,Account Takeover
57,3880,2026-01-16,8271.93,Net Banking,Pune,Mobile,19,0,None
58,2529,2026-03-29,3807.03,UPI,Ahmedabad,Mobile,17,0,None
59,4203,2026-04-30,3157.78,Card,Hyderabad,Mobile,10,0,None
60,4557,2026-05-18,1438.9,Card,Hyderabad,Mobile,10,0,None
61,4891,2026-06-24,4402.38,UPI,Ahmedabad,Mobile,17,0,None
62,1647,2026-03-03,9557.28,UPI,Kolkata,Mobile,0,0,None
63,3069,2026-03-18,2186.78,UPI,Kolkata,Mobile,7,0,None
64,3889,2026-03-19,5461.84,Card,Ahmedabad,Mobile,0,0,None
65,3215,2026-02-16,3403.7,Net Banking,Delhi,Laptop,23,0,None
66,2298,2026-05-24,19537.99,UPI,Ahmedabad,Mobile,8,0,None
67,3436,2026-03-01,2600.09,UPI,Bangalore,Mobile,21,0,None
68,1601,2026-03-23,10690.98,Card,Bangalore,Mobile,6,0,None
69,3364,2026-02-15,19811.59,UPI,Mumbai,Mobile,21,0,None
70,3062,2026-01-27,3370.68,Card,Bangalore,Laptop,16,0,None
71,1242,2026-05-18,2728.27,UPI,Mumbai,Mobile,16,0,None
72,3042,2026-06-09,12365.95,Card,Kolkata,Laptop,11,0,None
73,3825,2026-01-27,827.8,UPI,Ahmedabad,Laptop,0,0,None
74,4418,2026-05-18,7559.76,UPI,Kolkata,Laptop,2,0,None
75,3613,2026-04-13,1017.07,Card,Chennai,Laptop,14,0,None
76,3946,2026-05-30,16687.44,UPI,Ahmedabad,ATM,22,0,None
77,2364,2026-05-14,3819.61,ATM,Hyderabad,Mobile,7,0,None
78,3140,2026-06-10,4488.27,ATM,Pune,Mobile,11,0,None
79,2391,2026-01-09,2382.13,UPI,Pune,Mobile,16,0,None
80,4004,2026-01-23,1009.58,Net Banking,Kolkata,ATM,5,0,None
81,2479,2026-04-06,17428.47,UPI,Hyderabad,Mobile,23,0,None
82,4500,2026-04-03,4142.03,ATM,Mumbai,Laptop,11,0,None
83,3557,2026-03-16,121633.61,UPI,Mumbai,Mobile,20,1,Account Takeover
84,1776,2026-02-18,2185.98,UPI,Mumbai,Mobile,10,0,None
85,1035,2026-01-26,2574.23,Net Banking,Kolkata,Mobile,1,0,None
86,3254,2026-06-20,2003.71,Net Banking,Hyderabad,Laptop,19,0,None
87,4153,2026-02-19,4120.95,Card,Mumbai,Mobile,15,0,None
88,2956,2026-04-24,23747.15,Card,Hyderabad,Laptop,19,0,None
89,2586,2026-04-11,13495.85,Net Banking,Pune,Mobile,3,0,None
90,4944,2026-02-26,1091.65,Card,Kolkata,Mobile,23,0,None
91,4460,2026-05-15,16384.98,UPI,Hyderabad,Mobile,21,0,None
92,4074,2026-03-04,9728.27,UPI,Pune,Mobile,8,0,None
93,2022,2026-02-27,7953.66,ATM,Kolkata,Mobile,16,0,None
94,4462,2026-03-28,2479.37,Net Banking,Delhi,Mobile,16,0,None
95,3614,2026-02-03,2670.68,Net Banking,Kolkata,Mobile,1,0,None
96,2130,2026-03-06,5636.77,UPI,Pune,Mobile,20,0,None
97,4844,2026-05-16,2826.62,Card,Delhi,Mobile,10,0,None
98,4894,2026-02-21,18262.99,UPI,Chennai,ATM,5,0,None
99,2501,2026-06-03,2708.21,Card,Kolkata,Mobile,18,0,None
100,1703,2026-03-16,701.51,Card,Chennai,ATM,16,0,None
101,3450,2026-04-06,1337.48,UPI,Kolkata,Laptop,22,0,None
102,3778,2026-04-24,1425.16,Card,Kolkata,Laptop,15,0,None
103,2580,2026-04-28,3776.87,UPI,Kolkata,Mobile,16,0,None
104,1162,2026-04-25,6100.13,UPI,Pune,Laptop,22,0,None
105,1202,2026-03-04,5186.43,UPI,Bangalore,Mobile,14,0,None
106,2982,2026-04-21,7792.44,ATM,Mumbai,Mobile,12,0,None
107,1996,2026-01-13,3818.91,UPI,Pune,ATM,16,0,None
108,3318,2026-06-24,3956.41,UPI,Pune,Mobile,7,0,None
109,4935,2026-02-19,28335.2,UPI,Hyderabad,Mobile,8,0,None
110,1816,2026-03-12,16405.26,Card,Bangalore,Laptop,7,0,None
111,4343,2026-02-21,7393.09,UPI,Delhi,Mobile,16,0,None
112,1456,2026-06-14,12291.59,ATM,Hyderabad,Mobile,19,0,None
113,4534,2026-04-28,716.07,Net Banking,Pune,Laptop,13,0,None
114,4799,2026-03-28,2159.13,Card,Ahmedabad,Mobile,19,0,None
115,2276,2026-05-15,3190.06,Card,Kolkata,Mobile,11,0,None
116,2017,2026-02-26,2184.7,Card,Ahmedabad,Mobile,0,0,None
117,4774,2026-03-05,1047.61,UPI,Ahmedabad,Mobile,12,0,None
118,3344,2026-03-27,7484.16,UPI,Ahmedabad,Laptop,6,0,None
119,4797,2026-03-23,19648.33,Card,Bangalore,Mobile,22,0,None
120,3768,2026-04-18,4852.21,Net Banking,Pune,ATM,15,0,None
121,4821,2026-05-02,9397.34,Net Banking,Delhi,Laptop,23,0,None
122,1338,2026-05-02,4710.11,Net Banking,Kolkata,Mobile,2,0,None
123,1879,2026-05-17,3160.11,Net Banking,Kolkata,Laptop,10,0,None
124,2077,2026-03-13,12322.68,UPI,Chennai,ATM,17,0,None
125,1792,2026-01-02,1178.28,UPI,Mumbai,Mobile,9,0,None
126,4994,2026-05-26,762.5,UPI,Kolkata,Mobile,15,0,None
127,3265,2026-03-22,1161.77,Card,Mumbai,Mobile,18,0,None
128,1764,2026-05-22,11540.16,UPI,Bangalore,Mobile,7,0,None
129,3236,2026-01-15,5362.64,Net Banking,Delhi,Mobile,5,0,None
130,1380,2026-05-11,7161.95,Card,Bangalore,Mobile,2,0,None
131,1493,2026-05-29,26289.45,Card,Delhi,Laptop,1,0,None
132,4113,2026-04-16,1535.58,UPI,Ahmedabad,Mobile,16,0,None
133,2181,2026-03-01,16385.8,UPI,Delhi,Mobile,23,0,None
134,3063,2026-06-22,3306.6,UPI,Kolkata,Laptop,2,0,None
135,4885,2026-06-03,2840.23,Net Banking,Mumbai,Laptop,2,0,None
136,1065,2026-02-15,5330.61,UPI,Chennai,Mobile,20,0,None
137,4929,2026-05-24,6233.77,Card,Chennai,Mobile,14,0,None
138,4911,2026-01-27,3981.67,Net Banking,Hyderabad,Mobile,4,0,None
139,3569,2026-01-17,9048.14,UPI,Kolkata,Mobile,20,0,None
140,2368,2026-05-25,5352.09,UPI,Delhi,Laptop,13,0,None
141,2153,2026-03-09,4026.56,Card,Mumbai,Mobile,22,0,None
142,3028,2026-01-06,3241.25,Card,Delhi,Laptop,22,0,None
143,3696,2026-03-25,6237.57,Net Banking,Pune,Laptop,6,0,None
144,2496,2026-03-07,1265.65,UPI,Ahmedabad,Laptop,4,0,None
145,4135,2026-04-27,1678.3,UPI,Kolkata,Mobile,13,0,None
146,2163,2026-02-26,3403.47,UPI,Hyderabad,Laptop,18,0,None
147,2523,2026-04-27,8474.99,Card,Pune,Mobile,10,0,None
148,3641,2026-05-19,41892.0,UPI,Ahmedabad,Mobile,6,0,None
149,1392,2026-02-03,4190.91,Card,Mumbai,Laptop,7,0,None
150,2699,2026-04-20,833.61,Card,Delhi,Mobile,3,0,None
151,1419,2026-01-04,2229.99,Card,Chennai,Mobile,5,0,None
152,3337,2026-02-16,9498.53,UPI,Chennai,Mobile,4,0,None
153,1379,2026-01-18,1862.58,Card,Hyderabad,Laptop,9,0,None
154,2797,2026-03-23,1331.76,Net Banking,Ahmedabad,Mobile,17,0,None
155,4562,2026-02-28,9449.04,UPI,Kolkata,Mobile,16,0,None
156,3279,2026-02-16,7823.44,UPI,Pune,Mobile,13,0,None
157,4066,2026-02-05,1127.16,Card,Chennai,ATM,12,0,None
158,3089,2026-03-03,2008.23,Card,Delhi,Laptop,5,0,None
159,4100,2026-03-24,17063.04,UPI,Hyderabad,Mobile,15,0,None
160,3183,2026-06-09,11531.58,Card,Pune,Laptop,9,0,None
161,1201,2026-02-27,1484.2,UPI,Bangalore,Mobile,21,0,None
162,2864,2026-02-09,672.57,UPI,Hyderabad,Mobile,6,0,None
163,1780,2026-02-22,6428.64,UPI,Chennai,Mobile,20,0,None
164,3978,2026-01-05,3655.29,Net Banking,Mumbai,Laptop,0,0,None
165,4105,2026-04-17,5894.3,ATM,Ahmedabad,Laptop,10,0,None
166,4120,2026-06-22,9271.14,UPI,Hyderabad,Mobile,5,0,None
167,1503,2026-01-17,1888.86,UPI,Delhi,Mobile,3,0,None
168,3455,2026-04-03,3190.25,UPI,Pune,Laptop,10,0,None
169,4646,2026-01-22,2000.08,UPI,Hyderabad,Laptop,22,0,None
170,2752,2026-01-09,2073.03,ATM,Chennai,Mobile,1,0,None
171,1805,2026-05-24,8645.2,UPI,Hyderabad,Mobile,8,0,None
172,3147,2026-04-11,5676.38,UPI,Ahmedabad,Mobile,6,0,None
173,3732,2026-01-09,1029.74,UPI,Delhi,Mobile,13,0,None
174,2896,2026-01-18,10148.73,UPI,Delhi,Laptop,4,1,UPI Fraud
175,3774,2026-03-10,3463.14,Card,Chennai,Mobile,17,0,None
176,2571,2026-01-12,10627.13,Card,Kolkata,Laptop,16,0,None
177,1961,2026-02-10,1781.59,UPI,Delhi,Laptop,20,0,None
178,4811,2026-04-03,1947.52,UPI,Chennai,ATM,13,0,None
179,3661,2026-03-19,6321.5,Card,Ahmedabad,Laptop,15,0,None
180,2486,2026-03-05,1641.79,ATM,Ahmedabad,Laptop,20,0,None
181,3691,2026-04-26,3733.57,UPI,Hyderabad,Mobile,18,0,None
182,4841,2026-03-12,1465.46,UPI,Hyderabad,Mobile,10,0,None
183,2029,2026-05-03,3323.02,UPI,Bangalore,Mobile,0,0,None
184,4290,2026-02-22,4760.68,UPI,Chennai,Mobile,4,0,None
185,1503,2026-03-09,4990.33,UPI,Mumbai,Mobile,10,0,None
186,3815,2026-03-07,3412.68,UPI,Chennai,Laptop,19,0,None
187,1398,2026-06-21,6859.23,UPI,Hyderabad,Mobile,12,0,None
188,1871,2026-06-21,5697.59,UPI,Pune,Mobile,1,0,None
189,3843,2026-02-10,4494.61,UPI,Hyderabad,Mobile,0,0,None
190,1393,2026-01-23,2628.45,Card,Delhi,Laptop,10,0,None
191,1207,2026-04-07,14303.27,Card,Bangalore,Laptop,3,0,None
192,2039,2026-06-14,7232.12,UPI,Mumbai,Mobile,21,0,None
193,2882,2026-05-30,1743.92,Card,Kolkata,Mobile,7,0,None
194,4626,2026-02-13,9403.94,Card,Bangalore,Mobile,17,0,None
195,3940,2026-06-04,11795.74,Net Banking,Chennai,Mobile,10,0,None
196,2485,2026-03-02,4529.81,ATM,Pune,Laptop,1,0,None
197,4763,2026-06-05,4841.17,Card,Ahmedabad,Mobile,21,0,None
198,4647,2026-02-16,627.11,ATM,Chennai,Mobile,3,0,None
199,1864,2026-06-16,2114.47,Card,Hyderabad,Mobile,9,0,None
200,3791,2026-05-27,11426.54,UPI,Delhi,ATM,19,0,None
201,4313,2026-02-08,2247.06,UPI,Mumbai,Mobile,11,0,None
202,1564,2026-05-01,4188.75,UPI,Kolkata,Mobile,17,0,None
203,2021,2026-01-02,2082.62,UPI,Pune,Mobile,14,0,None
204,1096,2026-05-01,6190.78,UPI,Delhi,Mobile,11,0,None
205,2924,2026-06-08,7286.24,UPI,Mumbai,Mobile,0,0,None
206,2758,2026-02-25,7483.64,Net Banking,Pune,Mobile,5,0,None
207,3533,2026-06-19,1572.84,UPI,Bangalore,Mobile,10,0,None
208,4479,2026-06-08,5468.19,Card,Kolkata,Laptop,0,0,None
209,3279,2026-03-28,23779.28,Net Banking,Hyderabad,Laptop,5,0,None
210,3797,2026-03-13,10388.85,Card,Delhi,Mobile,7,0,None
211,2679,2026-06-29,5395.56,Card,Chennai,Mobile,5,0,None
212,4243,2026-01-10,712.68,Card,Kolkata,Laptop,19,0,None
213,1541,2026-05-19,3830.09,UPI,Hyderabad,Mobile,11,0,None
214,2060,2026-05-24,25498.26,UPI,Mumbai,Laptop,17,0,None
215,3573,2026-02-11,18372.44,ATM,Kolkata,Mobile,4,0,None
216,2184,2026-02-19,7796.41,UPI,Pune,Mobile,4,0,None
217,4911,2026-03-24,2393.88,ATM,Kolkata,ATM,7,0,None
218,2723,2026-03-01,5178.54,UPI,Hyderabad,Mobile,18,0,None
219,4315,2026-06-05,10651.76,Card,Chennai,Mobile,1,0,None
220,4158,2026-03-03,12588.5,Card,Chennai,Laptop,13,0,None
221,2820,2026-02-20,6718.5,Net Banking,Ahmedabad,Mobile,16,0,None
222,3626,2026-01-29,11556.92,UPI,Mumbai,ATM,17,0,None
223,3730,2026-01-12,4634.61,Net Banking,Hyderabad,Mobile,17,0,None
224,3605,2026-01-18,4434.16,UPI,Delhi,Mobile,16,0,None
225,2598,2026-04-06,3105.98,Card,Hyderabad,Mobile,7,0,None
226,4061,2026-03-27,7514.1,Card,Kolkata,Mobile,23,0,None
227,3694,2026-05-13,13364.27,UPI,Chennai,Laptop,9,0,None
228,1796,2026-02-05,9981.05,Card,Pune,Laptop,3,0,None
229,2052,2026-02-20,1453.84,UPI,Ahmedabad,Mobile,18,0,None
230,2644,2026-06-21,1533.83,UPI,Mumbai,Mobile,16,0,None
231,4628,2026-06-15,14818.62,ATM,Bangalore,Laptop,23,0,None
232,2364,2026-01-30,5863.92,Net Banking,Bangalore,Mobile,12,0,None
233,4870,2026-06-06,6097.59,Card,Pune,Laptop,7,0,None
234,2982,2026-01-03,5961.72,Card,Hyderabad,Laptop,3,0,None
235,2355,2026-02-04,28328.95,Card,Chennai,Mobile,4,0,None
236,2664,2026-04-01,3145.46,ATM,Hyderabad,Mobile,19,0,None
237,2530,2026-03-13,15012.43,Net Banking,Mumbai,Mobile,20,0,None
238,3039,2026-06-09,6208.08,Card,Delhi,Laptop,14,0,None
239,4420,2026-02-23,991.77,UPI,Bangalore,Mobile,19,0,None
240,2497,2026-03-13,2154.14,UPI,Hyderabad,Mobile,8,0,None
241,4303,2026-02-09,2678.39,UPI,Chennai,ATM,0,0,None
242,3238,2026-05-08,14663.37,Net Banking,Pune,Mobile,9,0,None
243,4297,2026-03-14,16769.18,Net Banking,Ahmedabad,Mobile,2,0,None
244,2409,2026-01-25,7001.32,Card,Kolkata,Mobile,22,0,None
245,2401,2026-03-20,2913.84,Net Banking,Kolkata,Mobile,12,0,None
246,2307,2026-01-27,1976.37,UPI,Bangalore,Mobile,21,0,None
247,3681,2026-05-31,15330.22,Card,Bangalore,Mobile,7,0,None
248,3676,2026-05-20,1360.28,Card,Delhi,ATM,13,0,None
249,1973,2026-06-05,4429.8,Card,Hyderabad,Mobile,11,0,None
250,2769,2026-01-16,52285.34,Card,Delhi,Laptop,21,0,None
251,2283,2026-02-05,2922.55,UPI,Chennai,ATM,10,0,None
252,4431,2026-03-08,1377.88,Card,Chennai,Mobile,14,0,None
253,1710,2026-05-19,840.96,Card,Ahmedabad,Mobile,23,0,None
254,2480,2026-04-03,54393.74,ATM,Ahmedabad,Mobile,16,0,None
255,2435,2026-05-21,6964.82,Card,Hyderabad,Mobile,20,1,Suspicious Transfer
256,1649,2026-05-17,2060.95,UPI,Bangalore,ATM,1,0,None
257,1318,2026-06-08,4067.82,Card,Mumbai,Mobile,0,0,None
258,4749,2026-05-31,2532.71,UPI,Delhi,Mobile,19,0,None
259,4297,2026-03-07,762.38,UPI,Kolkata,Mobile,12,0,None
260,4891,2026-01-19,10808.82,Card,Bangalore,Mobile,11,0,None
261,2258,2026-04-15,5083.79,UPI,Pune,Mobile,7,0,None
262,1684,2026-06-17,9946.58,Card,Chennai,Mobile,18,0,None
263,1664,2026-06-25,4947.07,UPI,Kolkata,Mobile,14,0,None
264,2999,2026-01-05,5604.05,UPI,Chennai,Mobile,9,0,None
265,4899,2026-05-31,525.93,UPI,Bangalore,Mobile,19,0,None
266,4446,2026-04-20,12183.62,UPI,Bangalore,ATM,1,0,None
267,4744,2026-02-13,1655.22,UPI,Pune,Mobile,1,0,None
268,2632,2026-01-27,2138.62,UPI,Chennai,Laptop,17,0,None
269,2496,2026-05-23,2899.02,UPI,Delhi,Mobile,0,0,None
270,4305,2026-06-11,627.23,UPI,Delhi,Laptop,9,0,None
271,4764,2026-02-22,2744.75,UPI,Bangalore,Mobile,15,0,None
272,2137,2026-04-01,2560.14,UPI,Hyderabad,ATM,13,0,None
273,2854,2026-05-14,3368.31,UPI,Chennai,Laptop,20,0,None
274,2521,2026-01-27,896.79,UPI,Mumbai,ATM,20,0,None
275,3490,2026-05-28,12428.02,Card,Chennai,Laptop,10,0,None
276,1564,2026-03-26,7317.74,UPI,Ahmedabad,Laptop,12,0,None
277,2292,2026-05-31,2071.36,Card,Delhi,Laptop,18,0,None
278,4582,2026-01-02,2747.52,UPI,Delhi,Laptop,15,0,None
279,4879,2026-05-11,11363.35,Net Banking,Mumbai,Mobile,18,0,None
280,4458,2026-06-01,3799.12,UPI,Delhi,Mobile,23,0,None
281,4459,2026-02-06,1421.49,Card,Mumbai,Mobile,22,0,None
282,4185,2026-01-25,4520.64,UPI,Delhi,Laptop,3,0,None
283,2637,2026-05-12,1655.99,Card,Pune,Mobile,7,0,None
284,4697,2026-05-12,2421.46,Card,Mumbai,Mobile,9,0,None
285,4000,2026-02-22,4672.16,UPI,Hyderabad,Mobile,21,0,None
286,4153,2026-06-24,14118.08,UPI,Chennai,Laptop,22,0,None
287,1699,2026-03-12,37172.51,Net Banking,Ahmedabad,Mobile,10,0,None
288,3161,2026-02-19,19199.04,Net Banking,Ahmedabad,Laptop,12,0,None
289,1002,2026-05-25,4574.0,Card,Delhi,Mobile,22,0,None
290,1642,2026-01-02,46974.01,Net Banking,Bangalore,Mobile,12,0,None
291,3268,2026-02-22,8589.27,UPI,Mumbai,Mobile,20,0,None
292,2590,2026-05-05,1845.14,Card,Mumbai,Mobile,12,0,None
293,1855,2026-05-24,5402.14,UPI,Mumbai,Mobile,10,0,None
294,2760,2026-04-16,2548.05,Card,Delhi,Mobile,15,0,None
295,4297,2026-06-12,1411.06,ATM,Chennai,ATM,14,0,None
296,3433,2026-01-23,1518.95,UPI,Bangalore,Mobile,3,0,None
297,4475,2026-03-29,4241.9,Card,Mumbai,Mobile,1,0,None
298,2662,2026-03-06,10448.42,UPI,Kolkata,Laptop,15,0,None
299,2154,2026-01-17,14302.69,UPI,Mumbai,Mobile,10,0,None
300,2077,2026-06-21,1415.56,Net Banking,Mumbai,Mobile,16,0,None
301,2708,2026-01-13,3629.1,Net Banking,Pune,Mobile,7,0,None
302,3778,2026-01-19,7995.15,UPI,Mumbai,Mobile,1,0,None
303,2696,2026-06-05,5720.77,Card,Bangalore,Mobile,7,0,None
304,2734,2026-03-07,9843.3,UPI,Mumbai,Mobile,19,0,None
305,2440,2026-03-31,3182.13,UPI,Pune,Mobile,16,0,None
306,3295,2026-02-15,17551.86,Net Banking,Bangalore,Mobile,21,0,None
307,1836,2026-06-29,4893.96,UPI,Bangalore,Mobile,7,0,None
308,4511,2026-03-11,10485.24,UPI,Mumbai,Laptop,0,0,None
309,1203,2026-06-06,3358.42,UPI,Hyderabad,ATM,13,0,None
310,4256,2026-02-08,5210.29,UPI,Ahmedabad,Mobile,4,0,None
311,1123,2026-04-27,996.23,UPI,Bangalore,Mobile,15,0,None
312,1401,2026-03-07,2128.65,Card,Ahmedabad,Mobile,16,0,None
313,1767,2026-05-09,3993.95,UPI,Hyderabad,Mobile,22,0,None
314,1294,2026-03-18,5431.99,UPI,Bangalore,Mobile,21,0,None
315,3328,2026-06-01,71768.54,UPI,Pune,Mobile,11,0,None
316,4909,2026-05-02,3354.64,UPI,Kolkata,Laptop,19,0,None
317,3932,2026-02-05,1240.61,UPI,Delhi,Laptop,7,0,None
318,4682,2026-06-12,26970.12,UPI,Mumbai,Mobile,7,0,None
319,1198,2026-02-05,14455.61,UPI,Delhi,ATM,1,0,None
320,4030,2026-02-14,1546.1,UPI,Ahmedabad,Laptop,4,0,None
321,2931,2026-06-26,7826.43,UPI,Ahmedabad,Laptop,12,0,None
322,4583,2026-05-23,11329.97,Card,Bangalore,Mobile,16,0,None
323,3800,2026-04-25,5789.64,UPI,Delhi,Mobile,2,0,None
324,3192,2026-05-23,6807.78,UPI,Mumbai,Laptop,14,0,None
325,1609,2026-03-14,2611.67,Card,Ahmedabad,ATM,11,0,None
326,4273,2026-03-18,8133.85,Net Banking,Kolkata,ATM,2,0,None
327,2148,2026-03-04,3006.84,ATM,Mumbai,Mobile,9,0,None
328,1187,2026-03-11,348.84,Net Banking,Kolkata,Mobile,15,0,None
329,4398,2026-03-15,5980.54,ATM,Bangalore,Mobile,18,0,None
330,3512,2026-03-06,919.7,Card,Bangalore,Laptop,2,0,None
331,4421,2026-04-22,13541.23,Net Banking,Hyderabad,Laptop,9,0,None
332,2795,2026-01-11,1586.33,Card,Chennai,Mobile,1,0,None
333,1660,2026-01-18,422.84,UPI,Kolkata,Laptop,14,0,None
334,3812,2026-02-03,837.74,UPI,Ahmedabad,Mobile,22,0,None
335,4003,2026-05-06,4715.09,Card,Ahmedabad,Mobile,6,0,None
336,2956,2026-01-02,5922.46,ATM,Kolkata,Mobile,19,0,None
337,3451,2026-05-12,1196.75,UPI,Delhi,Mobile,7,0,None
338,2370,2026-02-28,1681.79,UPI,Hyderabad,ATM,14,0,None
339,2987,2026-06-26,4875.27,ATM,Kolkata,ATM,7,0,None
340,2535,2026-03-20,12993.8,Card,Ahmedabad,Laptop,12,0,None
341,1147,2026-04-21,1465.45,ATM,Delhi,Mobile,19,0,None
342,4220,2026-02-05,7180.87,Net Banking,Ahmedabad,Mobile,21,0,None
343,3912,2026-06-17,863.77,UPI,Mumbai,Mobile,21,0,None
344,2735,2026-01-18,6740.5,UPI,Bangalore,Mobile,20,0,None
345,2844,2026-02-18,10465.0,UPI,Delhi,Mobile,3,0,None
346,1489,2026-01-12,8301.63,Net Banking,Chennai,Laptop,11,0,None
347,3977,2026-01-21,13285.09,UPI,Ahmedabad,Laptop,21,0,None
348,2960,2026-03-26,12428.44,UPI,Mumbai,Laptop,22,0,None
349,2664,2026-01-12,31161.29,UPI,Pune,Mobile,11,0,None
350,3599,2026-06-26,5478.67,UPI,Mumbai,Laptop,4,0,None
351,3386,2026-06-08,31253.65,UPI,Hyderabad,Laptop,1,1,Card Fraud
352,3920,2026-02-06,1911.99,ATM,Chennai,Mobile,5,0,None
353,1641,2026-05-24,4002.44,Card,Mumbai,Mobile,10,0,None
354,2803,2026-03-16,4380.84,ATM,Chennai,Mobile,10,0,None
355,3521,2026-04-09,1732.32,UPI,Bangalore,Laptop,2,0,None
356,2970,2026-05-23,463.75,Card,Pune,Laptop,9,0,None
357,3199,2026-05-28,11722.89,Card,Kolkata,Mobile,15,0,None
358,2439,2026-03-25,1939.27,Card,Chennai,Mobile,15,0,None
359,4370,2026-06-04,3291.74,UPI,Hyderabad,Mobile,21,0,None
360,2635,2026-05-24,23970.65,Card,Hyderabad,Mobile,18,0,None
361,1263,2026-04-09,8708.76,Card,Delhi,Mobile,13,0,None
362,2788,2026-03-01,28007.05,UPI,Ahmedabad,ATM,7,0,None
363,3192,2026-05-23,5544.33,UPI,Pune,ATM,15,0,None
364,3394,2026-04-12,8565.46,UPI,Bangalore,Laptop,15,0,None
365,1624,2026-04-28,3863.5,UPI,Bangalore,Mobile,6,0,None
366,2017,2026-01-23,2103.39,UPI,Chennai,Mobile,0,0,None
367,4644,2026-02-03,8533.82,UPI,Hyderabad,Mobile,15,0,None
